Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250043-València - Vivers
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
02/02/2024	02	6	3	40	45	13
02/02/2024	03	6	2	28	32	19
02/02/2024	04	7	2	22	24	23
02/02/2024	05	8	2	22	24	21
02/02/2024	06	9	6	31	40	14
02/02/2024	07	12	52	59	138	8
02/02/2024	08	16	127	81	275	8
02/02/2024	09	7	74	66	180	9
02/02/2024	10	4	53	64	145	13
02/02/2024	11	3	11	34	51	46
02/02/2024	12	3	2	10	14	72
02/02/2024	13	3	2	10	13	75
02/02/2024	14	3	3	16	22	71
02/02/2024	15	3	5	28	36	62
02/02/2024	16	3	3	20	24	72
02/02/2024	17	3	2	23	27	70
02/02/2024	18	3	2	30	33	59
02/02/2024	19	3	2	43	47	40
02/02/2024	20	3	3	57	61	25
02/02/2024	21	4	7	61	72	18
02/02/2024	22	5	19	69	98	8
02/02/2024	23	6	26	64	104	8
03/02/2024	00	6	25	57	96	8
03/02/2024	01	6	11	44	61	8
03/02/2024	02	7	3	33	38	12
03/02/2024	03	7	2	24	28	20
03/02/2024	04	8	2	14	17	32
03/02/2024	05	9	2	15	17	34
03/02/2024	06	10	2	27	30	24
03/02/2024	07	10	2	34	38	21
03/02/2024	08	11	12	45	64	13
03/02/2024	09	6	7	31	42	28
03/02/2024	10	3	12	36	54	32
03/02/2024	11	3	13	41	60	35
03/02/2024	12	3	8	33	45	48
03/02/2024	13	3	4	19	25	72
03/02/2024	14	3	4	25	31	76
03/02/2024	15	3	4	28	34	76
03/02/2024	16	3	5	38	45	64
03/02/2024	17	3	2	22	25	81
03/02/2024	18	3	2	37	40	63
03/02/2024	19	3	3	48	52	37
03/02/2024	20	3	3	61	65	22
03/02/2024	21	3	2	53	56	25
03/02/2024	22	4	11	65	81	15
03/02/2024	23	5	14	66	87	9
04/02/2024	00	6	6	53	63	10
04/02/2024	01	6	3	39	44	20
04/02/2024	02	6	2	27	30	32
04/02/2024	03	6	2	20	22	40
04/02/2024	04	7	2	19	21	37
04/02/2024	05	7	2	21	24	33
04/02/2024	06	8	2	25	28	25
04/02/2024	07	8	3	34	38	19
04/02/2024	08	9	4	33	39	21
04/02/2024	09	6	6	27	36	35
04/02/2024	10	3	6	21	30	44
04/02/2024	11	3	5	21	30	52
04/02/2024	12	3	5	24	32	61
04/02/2024	13	3	9	35	49	60
04/02/2024	14	3	16	50	74	42
04/02/2024	15	3	5	32	39	70
04/02/2024	16	3	4	31	36	75
04/02/2024	17	3	2	24	28	83
04/02/2024	18	3	2	29	32	70
04/02/2024	19	3	2	25	28	68
04/02/2024	20	3	2	27	29	59
04/02/2024	21	3	2	50	54	28
04/02/2024	22	3	12	69	87	8
04/02/2024	23	3	15	65	88	9
05/02/2024	00	3	3	45	49	18
05/02/2024	01	4	2	38	41	16
05/02/2024	02	5	2	30	33	20
05/02/2024	03	5	2	24	27	26
05/02/2024	04	6	2	23	26	28
05/02/2024	05	6	2	24	27	31
05/02/2024	06	6	3	35	39	16
05/02/2024	07	8	22	49	82	8
05/02/2024	08	11	72	66	176	8
05/02/2024	09	7	76	77	194	10
05/02/2024	10	3	36	60	115	18
05/02/2024	11	3	24	61	98	29
05/02/2024	12	3	8	38	51	58
05/02/2024	13	3	5	29	37	69
05/02/2024	14	3	8	41	53	66
05/02/2024	15	3	10	55	70	53
05/02/2024	16	3	4	38	45	72
05/02/2024	17	3	3	38	43	69
05/02/2024	18	3	2	36	39	65
05/02/2024	19	3	2	32	35	66
05/02/2024	20	3	2	33	35	56
05/02/2024	21	3	2	43	46	40
05/02/2024	22	4	12	70	88	12
05/02/2024	23	6	25	75	113	8
06/02/2024	00	5	24	70	106	8
06/02/2024	01	5	15	61	85	8
06/02/2024	02	6	13	52	72	8
06/02/2024	03	6	6	45	54	8
06/02/2024	04	6	3	36	40	12
06/02/2024	05	6	4	34	40	12
06/02/2024	06	6	8	41	52	8
06/02/2024	07	8	24	52	88	8
06/02/2024	08	11	64	64	162	9
06/02/2024	09	7	76	63	179	9
06/02/2024	10	3	45	60	129	13
06/02/2024	11	3	27	61	102	20
06/02/2024	12	3	12	55	73	32
06/02/2024	13	3	15	55	77	37
06/02/2024	14	3	6	40	49	60
06/02/2024	15	3	5	35	43	64
06/02/2024	16	3	7	53	64	44
06/02/2024	17	3	6	61	69	32
06/02/2024	18	3	5	70	78	17
06/02/2024	19	3	4	71	76	16
06/02/2024	20	3	22	84	119	9
06/02/2024	21	4	49	87	161	8
06/02/2024	22	5	46	87	157	9
06/02/2024	23	5	14	67	87	11
07/02/2024	00	5	2	47	51	21
07/02/2024	01	5	2	33	37	31
07/02/2024	02	6	3	36	40	27
07/02/2024	03	6	2	33	36	30
07/02/2024	04	6	2	22	25	41
07/02/2024	05	6	2	13	16	52
07/02/2024	06	6	4	26	31	40
07/02/2024	07	5	11	48	65	21
07/02/2024	08	6	7	44	55	21
07/02/2024	09	4	5	23	30	43
07/02/2024	10	3	4	15	21	57
07/02/2024	11	3	4	13	19	65
07/02/2024	12	3	4	12	18	70
07/02/2024	13	3	3	12	17	75
07/02/2024	14	3	3	11	15	79
07/02/2024	15	3	3	12	16	79
07/02/2024	16	3	3	14	18	75
07/02/2024	17	3	3	25	29	62
07/02/2024	18	3	3	29	34	57
07/02/2024	19	3	2	18	21	69
07/02/2024	20	3	2	19	22	66
07/02/2024	21	3	2	17	20	65
07/02/2024	22	3	2	17	20	63
07/02/2024	23	3	2	15	18	63
08/02/2024	00	3	2	9	12	67
08/02/2024	01	3	2	9	12	65
08/02/2024	02	3	2	6	9	68
08/02/2024	03	3	2	8	11	65
08/02/2024	04	3	2	5	8	69
08/02/2024	05	3	2	10	13	65
08/02/2024	06	3	2	15	18	58
08/02/2024	07	3	3	27	32	47
08/02/2024	08	3	9	42	55	32
08/02/2024	09	3	5	25	32	44
08/02/2024	10	3	4	16	21	57
08/02/2024	11	3	3	12	17	64
08/02/2024	12	3	3	10	15	68
08/02/2024	13	3	4	12	18	69
08/02/2024	14	3	3	10	14	71
08/02/2024	15	3	3	16	20	65
08/02/2024	16	4	5	28	35	56
08/02/2024	17	4	5	40	47	45
08/02/2024	18	3	3	46	51	41
08/02/2024	19	4	7	61	71	26
08/02/2024	20	3	5	33	40	52
08/02/2024	21	3	2	17	19	73
08/02/2024	22	3	2	7	10	90
08/02/2024	23	3	2	7	9	88
09/02/2024	00	3	2	6	9	87
09/02/2024	01	3	2	7	10	83
09/02/2024	02	3	2	8	10	81
09/02/2024	03	3	2	7	10	79
09/02/2024	04	3	2	8	11	70
09/02/2024	05	3	2	9	12	47
09/02/2024	06	3	2	14	17	39
09/02/2024	07	3	4	43	49	17
09/02/2024	08	3	13	52	72	10
09/02/2024	09	3	16	51	76	14
09/02/2024	10	3	10	41	56	29
09/02/2024	11	3	8	34	45	40
09/02/2024	12	3	8	32	44	42
09/02/2024	13	3	9	40	54	36
09/02/2024	14	5	11	49	66	29
09/02/2024	15	5	5	37	45	42
09/02/2024	16	5	9	54	67	26
09/02/2024	17	5	8	59	71	19
09/02/2024	18	5	16	67	91	11
09/02/2024	19	3	5	42	49	23
09/02/2024	20	3	4	34	39	29
09/02/2024	21	3	3	32	37	30
09/02/2024	22	3	3	30	35	27
09/02/2024	23	3	2	9	13	72
10/02/2024	00	3	2	8	11	83
10/02/2024	01	3	2	7	10	82
10/02/2024	02	3	2	4	7	92
10/02/2024	03	3	2	3	6	96
10/02/2024	04	3	2	3	6	95
10/02/2024	05	3	2	4	7	91
10/02/2024	06	3	2	5	8	88
10/02/2024	07	3	2	5	8	86
10/02/2024	08	3	2	6	9	84
10/02/2024	09	3	2	7	11	80
10/02/2024	10	3	3	8	12	80
10/02/2024	11	3	2	6	10	81
10/02/2024	12	3	3	7	11	84
10/02/2024	13	3	3	6	10	91
10/02/2024	14	3	2	6	9	96
10/02/2024	15	3	2	5	8	99
10/02/2024	16	3	2	7	10	96
10/02/2024	17	3	2	7	10	94
10/02/2024	18	3	2	11	14	89
10/02/2024	19	3	2	12	15	87
10/02/2024	20	3	2	11	14	87
10/02/2024	21	3	2	9	12	86
10/02/2024	22	4	2	8	10	87
10/02/2024	23	5	2	9	12	82
11/02/2024	00	5	2	13	15	72
11/02/2024	01	6	2	9	11	74
11/02/2024	02	6	2	6	9	77
11/02/2024	03	7	2	3	6	82
11/02/2024	04	7	2	3	6	80
11/02/2024	05	7	2	4	6	79
11/02/2024	06	8	2	6	8	78
11/02/2024	07	9	2	8	11	73
11/02/2024	08	9	2	6	8	79
11/02/2024	09	5	2	8	11	78
11/02/2024	10	3	2	6	10	83
11/02/2024	11	3	2	7	10	83
11/02/2024	12	3	2	6	10	84
11/02/2024	13	3	2	7	10	85
11/02/2024	14	3	2	8	12	80
11/02/2024	15	3	2	5	8	82
11/02/2024	16	3	2	7	10	80
11/02/2024	17	3	2	8	10	82
11/02/2024	18	3	2	11	13	81
11/02/2024	19	3	2	12	15	81
11/02/2024	20	3	2	10	12	80
11/02/2024	21	3	2	14	16	75
11/02/2024	22	3	2	10	12	77
11/02/2024	23	3	2	13	16	71
12/02/2024	00	3	2	15	18	65
12/02/2024	01	3	2	17	20	59
12/02/2024	02	3	2	15	18	59
12/02/2024	03	4	2	10	13	69
12/02/2024	04	5	2	16	18	56
12/02/2024	05	4	2	26	29	42
12/02/2024	06	5	4	41	47	23
12/02/2024	07	6	11	53	69	15
12/02/2024	08	6	38	64	124	10
12/02/2024	09	4	11	32	48	41
12/02/2024	10	3	3	11	16	67
12/02/2024	11	3	4	11	17	76
12/02/2024	12	3	3	8	12	83
12/02/2024	13	3	4	11	16	84
12/02/2024	14	3	3	9	13	83
12/02/2024	15	3	2	7	11	89
12/02/2024	16	3	3	10	14	90
12/02/2024	17	3	2	13	17	87
12/02/2024	18	3	3	19	23	82
12/02/2024	19	3	3	24	28	75
12/02/2024	20	3	2	28	31	68
12/02/2024	21	3	2	37	40	53
12/02/2024	22	3	2	27	30	58
12/02/2024	23	3	2	23	26	56
13/02/2024	00	3	2	13	15	63
13/02/2024	01	3	2	8	11	68
13/02/2024	02	3	2	5	8	71
13/02/2024	03	3	2	5	8	72
13/02/2024	04	3	2	6	9	67
13/02/2024	05	3	2	10	13	58
13/02/2024	06	3	5	29	36	40
13/02/2024	07	3	10	56	71	15
13/02/2024	08	5	25	59	97	12
13/02/2024	09	6	20	47	78	23
13/02/2024	10	3	7	25	35	45
13/02/2024	11	3	4	15	21	61
13/02/2024	13	3	3	14	19	75
13/02/2024	14	3	3	10	15	75
13/02/2024	15	3	3	13	18	72
13/02/2024	16	3	4	20	25	64
13/02/2024	17	3	3	27	32	60
13/02/2024	18	3	2	29	32	62
13/02/2024	19	3	2	37	40	54
13/02/2024	20	3	2	49	52	38
13/02/2024	21	3	2	54	58	31
13/02/2024	22	3	2	55	59	21
13/02/2024	23	4	21	73	105	8
14/02/2024	00	4	17	70	96	8
14/02/2024	01	4	16	63	88	8
14/02/2024	02	4	9	56	69	7
14/02/2024	03	4	3	46	51	9
14/02/2024	04	5	6	42	50	8
14/02/2024	05	6	10	41	57	6
14/02/2024	06	6	9	33	47	7
14/02/2024	07	6	27	41	82	7
14/02/2024	08	8	62	56	151	8
14/02/2024	09	4	23	42	77	16
14/02/2024	10	3	23	46	80	20
14/02/2024	11	3	14	42	64	29
14/02/2024	12	3	12	44	62	30
14/02/2024	13	3	12	49	67	32
14/02/2024	14	3	12	57	74	28
14/02/2024	15	3	9	48	62	36
14/02/2024	16	3	12	61	78	24
14/02/2024	17	3	4	45	50	37
14/02/2024	18	3	2	53	57	29
14/02/2024	19	3	3	64	68	17
14/02/2024	20	3	6	70	79	10
14/02/2024	21	3	9	68	82	6
14/02/2024	22	3	10	70	85	7
14/02/2024	23	3	14	65	86	7
15/02/2024	00	4	34	64	115	8
15/02/2024	01	5	29	58	102	8
15/02/2024	02	4	14	48	69	7
15/02/2024	03	4	9	41	55	8
15/02/2024	04	4	4	35	41	9
15/02/2024	05	5	5	33	41	8
15/02/2024	06	5	12	31	49	8
15/02/2024	07	7	42	41	105	8
15/02/2024	08	7	60	52	144	8
15/02/2024	09	5	61	52	145	8
15/02/2024	10	3	40	50	111	11
15/02/2024	11	3	16	42	68	26
15/02/2024	12	3	15	50	72	33
15/02/2024	13	3	9	35	48	49
15/02/2024	14	3	7	27	38	52
15/02/2024	15	3	4	19	25	71
15/02/2024	16	3	3	17	21	79
15/02/2024	17	3	2	18	21	76
15/02/2024	18	3	2	21	24	69
15/02/2024	19	3	2	24	26	67
15/02/2024	20	3	2	29	33	50
15/02/2024	21	3	2	20	24	65
15/02/2024	22	3	2	13	15	73
15/02/2024	23	4	2	17	20	64
16/02/2024	00	4	2	26	29	40
16/02/2024	01	4	2	35	38	28
16/02/2024	02	3	2	35	39	24
16/02/2024	03	3	2	33	36	23
16/02/2024	04	3	2	31	34	21
16/02/2024	05	3	2	26	29	19
16/02/2024	06	5	3	34	38	15
16/02/2024	07	5	5	38	45	13
16/02/2024	08	5	9	47	60	11
16/02/2024	09	4	10	55	70	13
16/02/2024	10	3	6	36	45	30
16/02/2024	11	3	3	20	24	67
16/02/2024	12	3	4	24	30	70
16/02/2024	13	3	5	36	44	55
16/02/2024	14	3	4	18	23	80
16/02/2024	15	3	2	10	13	91
16/02/2024	16	3	3	19	23	83
16/02/2024	17	3	4	53	60	43
16/02/2024	18	3	4	60	67	30
16/02/2024	19	3	4	61	67	24
16/02/2024	20	3	5	58	65	25
16/02/2024	21	3	4	58	65	26
16/02/2024	22	4	3	51	56	30
16/02/2024	23	4	3	49	54	22
17/02/2024	00	5	3	46	50	21
17/02/2024	01	5	2	16	19	62
17/02/2024	02	5	2	9	11	74
17/02/2024	03	6	2	8	11	68
17/02/2024	04	7	2	13	16	60
17/02/2024	05	9	2	16	19	54
17/02/2024	06	9	2	25	28	45
17/02/2024	07	9	2	33	36	37
17/02/2024	08	9	5	40	46	28
17/02/2024	09	6	5	39	47	37
17/02/2024	10	3	7	31	41	51
17/02/2024	11	3	3	13	18	78
17/02/2024	12	3	2	7	11	92
17/02/2024	13	3	2	8	11	96
17/02/2024	14	3	3	15	20	90
17/02/2024	15	3	4	23	30	83
17/02/2024	16	3	4	30	36	74
17/02/2024	17	3	3	29	35	74
17/02/2024	18	3	2	29	32	71
17/02/2024	19	3	2	30	33	68
17/02/2024	20	3	3	51	55	38
17/02/2024	21	3	4	68	73	15
17/02/2024	22	4	11	71	89	13
17/02/2024	23	5	18	67	93	9
18/02/2024	00	5	20	61	91	8
18/02/2024	01	6	24	59	95	9
18/02/2024	02	6	5	43	51	16
18/02/2024	03	6	3	36	40	22
18/02/2024	04	7	2	29	33	26
18/02/2024	05	7	2	26	30	27
18/02/2024	06	9	2	21	25	33
18/02/2024	07	8	2	19	22	35
18/02/2024	08	9	3	20	25	35
18/02/2024	09	6	5	17	24	43
18/02/2024	10	3	5	20	28	49
18/02/2024	11	3	4	17	23	62
18/02/2024	12	3	3	14	19	75
18/02/2024	13	3	3	13	18	83
18/02/2024	14	3	4	20	27	80
18/02/2024	15	3	4	19	24	82
18/02/2024	16	3	3	18	23	81
18/02/2024	17	3	2	19	23	83
18/02/2024	18	3	2	12	15	87
18/02/2024	19	3	2	11	14	84
18/02/2024	20	3	2	19	22	71
18/02/2024	21	3	2	26	29	55
18/02/2024	22	4	2	46	49	26
18/02/2024	23	5	8	56	68	12
19/02/2024	00	5	3	35	40	26
19/02/2024	01	6	2	24	27	33
19/02/2024	02	6	2	14	17	46
19/02/2024	03	6	2	17	20	43
19/02/2024	04	6	2	19	22	37
19/02/2024	05	6	2	21	25	30
19/02/2024	06	6	3	27	31	22
19/02/2024	07	10	46	57	127	9
19/02/2024	08	11	61	59	151	9
19/02/2024	09	8	67	70	172	11
19/02/2024	10	3	21	50	81	32
19/02/2024	11	3	5	24	32	60
19/02/2024	12	3	4	19	26	72
19/02/2024	13	3	4	18	24	78
19/02/2024	14	3	3	15	20	85
19/02/2024	15	3	3	13	18	87
19/02/2024	16	3	3	17	21	85
19/02/2024	17	3	4	31	37	69
19/02/2024	18	3	3	58	63	39
19/02/2024	19	3	4	71	77	19
19/02/2024	20	3	2	59	62	24
19/02/2024	21	3	4	56	62	26
19/02/2024	22	4	13	75	94	9
19/02/2024	23	4	6	59	68	13
20/02/2024	00	3	2	26	30	37
20/02/2024	01	3	2	19	22	45
20/02/2024	02	4	2	17	20	47
20/02/2024	03	5	2	11	14	58
20/02/2024	04	5	2	17	20	50
20/02/2024	05	5	2	13	16	62
20/02/2024	06	6	3	35	39	40
20/02/2024	07	7	18	62	89	10
20/02/2024	08	7	21	61	93	13
20/02/2024	09	5	18	55	82	26
20/02/2024	10	3	13	46	66	40
20/02/2024	11	3	8	36	48	57
20/02/2024	12	3	5	22	29	77
20/02/2024	13	3	5	19	27	77
20/02/2024	14	3	4	15	20	77
20/02/2024	15	3	3	13	17	84
20/02/2024	16	3	3	12	16	90
20/02/2024	17	3	2	13	16	92
20/02/2024	18	3	2	17	19	83
20/02/2024	19	3	2	17	20	82
20/02/2024	20	3	2	15	18	82
20/02/2024	21	4	2	14	17	74
20/02/2024	22	5	3	29	33	56
20/02/2024	23	6	8	71	84	9
21/02/2024	00	6	13	63	83	9
21/02/2024	01	6	6	45	54	15
21/02/2024	02	7	3	29	34	26
21/02/2024	03	8	2	34	38	18
21/02/2024	04	8	2	18	21	36
21/02/2024	05	9	2	24	27	33
21/02/2024	06	10	9	40	55	9
21/02/2024	07	12	24	52	88	8
21/02/2024	08	12	35	63	116	11
21/02/2024	09	9	60	76	168	14
21/02/2024	10	3	19	46	76	42
21/02/2024	11	3	5	24	31	62
21/02/2024	12	3	5	27	36	70
21/02/2024	13	3	6	31	41	74
21/02/2024	14	3	4	22	28	90
21/02/2024	15	3	3	14	18	104
21/02/2024	16	3	2	11	15	109
21/02/2024	17	3	2	15	18	104
21/02/2024	18	3	2	30	33	87
21/02/2024	19	3	2	28	31	75
21/02/2024	20	3	2	37	40	62
21/02/2024	21	3	3	62	66	30
21/02/2024	22	3	4	76	82	21
21/02/2024	23	3	3	68	73	21
22/02/2024	00	3	3	62	67	16
22/02/2024	01	3	4	57	63	17
22/02/2024	02	3	2	49	53	20
22/02/2024	03	3	2	33	36	35
22/02/2024	04	3	2	33	36	29
22/02/2024	05	3	2	31	34	37
22/02/2024	06	3	4	30	36	37
22/02/2024	07	3	16	58	83	12
22/02/2024	08	4	28	69	112	10
22/02/2024	09	3	21	57	90	22
22/02/2024	10	3	7	33	44	52
22/02/2024	11	3	3	17	22	79
22/02/2024	12	3	3	12	17	81
22/02/2024	13	3	3	15	19	82
22/02/2024	14	3	2	16	20	82
22/02/2024	15	3	3	21	25	75
22/02/2024	16	3	3	19	23	75
22/02/2024	17	3	3	13	16	84
22/02/2024	18	3	3	14	19	80
22/02/2024	19	3	3	15	20	72
22/02/2024	20	3	2	13	16	70
22/02/2024	21	3	2	9	12	70
22/02/2024	22	3	2	7	10	72
22/02/2024	23	3	2	5	8	74
23/02/2024	00	3	2	5	8	73
23/02/2024	01	3	2	5	7	75
23/02/2024	02	3	2	4	7	88
23/02/2024	03	3	2	3	6	100
23/02/2024	04	3	2	7	9	91
23/02/2024	05	3	2	15	18	81
23/02/2024	06	3	2	11	13	92
23/02/2024	07	3	2	25	29	79
23/02/2024	08	4	4	37	43	65
23/02/2024	09	4	3	15	20	87
23/02/2024	10	3	3	9	13	94
23/02/2024	11	3	3	8	12	94
23/02/2024	12	3	4	9	14	94
23/02/2024	13	3	4	10	15	93
23/02/2024	14	3	3	9	13	93
23/02/2024	15	3	3	10	14	94
23/02/2024	16	3	3	13	18	90
23/02/2024	17	3	3	14	18	86
23/02/2024	18	3	2	17	21	85
23/02/2024	19	3	2	21	25	77
23/02/2024	20	3	2	22	26	73
23/02/2024	21	3	2	14	17	79
23/02/2024	22	3	2	12	15	79
23/02/2024	23	3	2	10	13	75
24/02/2024	00	3	2	8	10	78
24/02/2024	01	5	2	6	8	79
24/02/2024	02	5	2	6	8	82
24/02/2024	03	5	2	5	7	81
24/02/2024	04	6	2	6	9	77
24/02/2024	05	6	2	4	7	80
24/02/2024	06	6	2	6	9	84
24/02/2024	07	6	2	9	11	84
24/02/2024	08	6	2	11	14	80
24/02/2024	09	5	3	12	16	79
24/02/2024	10	3	2	6	10	90
24/02/2024	11	3	2	6	10	90
24/02/2024	12	3	2	7	10	93
24/02/2024	13	3	2	5	9	98
24/02/2024	14	3	2	6	9	100
24/02/2024	15	3	2	5	8	101
24/02/2024	16	3	2	4	7	103
24/02/2024	17	3	2	4	7	103
24/02/2024	18	3	2	11	14	96
24/02/2024	19	3	2	17	20	87
24/02/2024	20	3	2	24	27	74
24/02/2024	21	3	2	23	26	73
24/02/2024	22	3	2	17	20	77
24/02/2024	23	4	2	17	20	73
25/02/2024	00	4	2	20	23	71
25/02/2024	01	5	5	51	58	27
25/02/2024	02	6	2	13	16	75
25/02/2024	03	5	2	5	7	84
25/02/2024	04	5	2	4	6	82
25/02/2024	05	5	2	4	6	83
25/02/2024	06	5	2	6	8	74
25/02/2024	07	5	2	5	8	78
25/02/2024	08	5	2	5	8	85
25/02/2024	09	4	2	6	9	85
25/02/2024	10	3	2	6	8	84
25/02/2024	11	3	2	6	9	82
25/02/2024	12	3	2	7	10	81
25/02/2024	13	3	2	6	10	80
25/02/2024	14	3	2	5	8	80
25/02/2024	15	3	2	5	7	79
25/02/2024	16	3	2	6	9	76
25/02/2024	17	3	2	6	9	75
25/02/2024	18	3	2	7	9	73
25/02/2024	19	3	2	7	10	71
25/02/2024	20	3	2	8	10	72
25/02/2024	21	3	2	13	15	66
25/02/2024	22	3	2	8	11	70
25/02/2024	23	3	2	4	7	74
26/02/2024	00	3	2	3	5	76
26/02/2024	01	3	2	2	5	75
26/02/2024	02	3	2	2	4	77
26/02/2024	03	3	2	3	6	75
26/02/2024	04	3	2	3	6	73
26/02/2024	05	3	2	4	6	75
26/02/2024	06	3	2	8	11	83
26/02/2024	07	3	3	21	24	82
26/02/2024	08	3	3	27	31	72
26/02/2024	09	3	3	34	39	60
26/02/2024	10	3	3	21	25	76
26/02/2024	11	3	4	14	19	79
26/02/2024	12	3	3	10	15	83
26/02/2024	13	3	3	12	16	85
26/02/2024	14	4	2	7	10	89
26/02/2024	15	4	3	16	20	81
26/02/2024	16	5	2	11	14	84
26/02/2024	17	5	2	14	17	82
26/02/2024	18	5	4	31	36	63
26/02/2024	19	4	2	14	17	83
26/02/2024	20	4	2	10	12	84
26/02/2024	21	3	2	12	14	80
26/02/2024	22	3	2	12	15	77
26/02/2024	23	3	2	10	13	76
27/02/2024	00	3	2	6	8	79
27/02/2024	01	3	2	3	5	90
27/02/2024	02	3	2	3	5	91
27/02/2024	03	3	2	2	5	90
27/02/2024	04	3	2	2	5	90
27/02/2024	05	3	2	3	6	89
27/02/2024	06	3	2	6	8	87
27/02/2024	07	3	3	13	17	80
27/02/2024	08	3	3	19	24	74
27/02/2024	09	3	2	14	18	78
27/02/2024	10	3	2	8	11	84
27/02/2024	11	3	3	11	15	80
27/02/2024	12	3	4	16	21	73
27/02/2024	14	3	4	15	20	78
27/02/2024	15	3	3	12	16	80
27/02/2024	16	3	2	7	10	87
27/02/2024	17	3	2	7	10	86
27/02/2024	18	3	2	8	11	86
27/02/2024	19	3	2	10	13	85
27/02/2024	20	3	2	9	12	87
27/02/2024	21	3	2	7	10	94
27/02/2024	22	3	2	6	9	95
27/02/2024	23	3	2	5	7	98
28/02/2024	00	3	2	4	6	99
28/02/2024	01	4	2	3	5	99
28/02/2024	02	4	2	3	6	98
28/02/2024	03	5	2	3	5	100
28/02/2024	04	4	2	4	6	97
28/02/2024	05	4	2	5	8	96
28/02/2024	06	5	2	16	20	81
28/02/2024	07	5	4	39	45	57
28/02/2024	08	5	6	59	70	34
28/02/2024	09	4	9	57	71	37
28/02/2024	10	3	5	24	31	72
28/02/2024	11	3	3	10	14	92
28/02/2024	12	3	3	14	19	91
28/02/2024	13	3	4	17	22	89
28/02/2024	14	3	3	14	19	96
28/02/2024	15	3	3	18	23	97
28/02/2024	16	3	3	17	22	93
28/02/2024	17	3	3	31	37	79
28/02/2024	18	3	2	30	33	79
28/02/2024	19	3	3	45	49	57
28/02/2024	20	3	11	87	103	11
28/02/2024	21	3	4	80	87	15
28/02/2024	22	4	5	68	76	19
28/02/2024	23	4	2	43	46	40
29/02/2024	00	4	2	15	17	77
29/02/2024	01	4	2	8	11	85
29/02/2024	02	5	2	14	16	74
29/02/2024	03	5	2	15	17	71
29/02/2024	04	5	2	20	22	64
29/02/2024	05	6	2	14	17	69
29/02/2024	06	6	2	23	26	59
29/02/2024	07	7	5	51	59	32
29/02/2024	08	7	10	54	69	30
29/02/2024	09	5	14	50	72	40
29/02/2024	10	3	7	30	42	60
29/02/2024	11	3	6	21	29	74
29/02/2024	12	3	3	12	17	90
29/02/2024	13	3	4	17	23	90
29/02/2024	14	3	6	32	41	76
29/02/2024	15	3	6	32	41	76
29/02/2024	16	3	5	30	38	78
29/02/2024	17	3	3	22	26	90
29/02/2024	18	3	2	38	41	73
29/02/2024	19	3	2	28	30	77
29/02/2024	20	3	2	35	38	68
29/02/2024	21	3	2	42	45	49
29/02/2024	22	4	2	12	15	85
29/02/2024	23	4	2	4	7	112
01/03/2024	00	4	2	4	7	105
01/03/2024	01	6	2	3	6	102
01/03/2024	02	6	2	2	5	102
01/03/2024	03	6	2	3	5	100
01/03/2024	04	7	2	3	6	100
01/03/2024	05	7	2	4	7	97
01/03/2024	06	8	2	7	10	94
01/03/2024	07	8	3	22	27	76
01/03/2024	08	9	4	30	36	64
01/03/2024	09	6	4	17	24	77
01/03/2024	10	3	3	10	15	
01/03/2024	11	3	3	8	12	
01/03/2024	12	3	3	10	15	79
01/03/2024	13	3	3	11	16	84
01/03/2024	14	3	3	10	14	88
01/03/2024	15	3	2	10	13	89
01/03/2024	16	3	2	13	16	84
01/03/2024	17	3	2	16	19	87
01/03/2024	18	3	3	23	27	76
01/03/2024	19	3	2	22	25	80
01/03/2024	20	3	2	26	29	75
01/03/2024	21	3	1	23	25	78
01/03/2024	22	3	1	17	19	84
01/03/2024	23	3	1	16	19	80
02/03/2024	00	3	2	13	15	80
02/03/2024	01	3	1	11	13	77
02/03/2024	02	3	1	10	12	71
02/03/2024	03	3	1	7	9	73
02/03/2024	04	3	2	5	7	69
02/03/2024	05	3	1	6	8	70
02/03/2024	06	3	1	8	10	68
02/03/2024	07	3	1	9	11	68
02/03/2024	08	3	2	12	15	66
02/03/2024	09	3	2	10	13	72
02/03/2024	10	3	2	8	11	82
02/03/2024	11	3	2	6	10	89
02/03/2024	12	3	2	7	11	93
02/03/2024	13	3	2	7	10	94
02/03/2024	14	3	2	7	10	95
02/03/2024	15	3	2	5	8	96
02/03/2024	16	3	2	6	8	94
02/03/2024	17	3	2	7	9	91
02/03/2024	18	3	2	10	12	90
02/03/2024	19	3	2	15	18	83
02/03/2024	20	3	2	13	15	87
02/03/2024	21	3	2	11	13	88
02/03/2024	22	3	2	8	10	101
02/03/2024	23	3	2	7	9	120
03/03/2024	00	3	2	5	7	118
03/03/2024	01	4	2	5	7	108
03/03/2024	02	5	2	4	6	102
03/03/2024	03	6	1	4	6	97
03/03/2024	04	6	2	4	6	94
03/03/2024	05	7	1	4	6	95
03/03/2024	06	7	2	4	6	92
03/03/2024	07	7	1	5	7	91
03/03/2024	08	7	2	5	7	90
03/03/2024	09	7	2	5	8	88
03/03/2024	10	5	2	4	7	91
03/03/2024	11	3	2	4	8	93
03/03/2024	12	3	2	4	7	94
03/03/2024	13	3	2	5	8	94
03/03/2024	14	3	2	5	8	95
03/03/2024	15	3	2	4	7	97
03/03/2024	16	3	2	3	6	99
