Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250049-València-Conselleria Meteo.
	
FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	Veloc.máx.
02/03/2024	16	10,2	247	16,5	42	990	157	0	24,3
02/03/2024	17	8,9	247	16,2	42	989	31	0	20,5
02/03/2024	18	8	243	16,3	40	989	6	0	19,1
02/03/2024	19	5,2	222	16,4	38	988	0	0	13,6
02/03/2024	20	11,1	229	16,3	40	987	0	0	20
02/03/2024	21	7	211	16,2	42	986	0	0	15,6
02/03/2024	22	9	271	12,3	62	987	0	0,2	21,8
02/03/2024	23	7,6	263	11,3	58	988	0	0	18,6
03/03/2024	00	7,2	248	9,7	62	988	0	0	18
03/03/2024	01	6,6	262	9,3	61	989	0	0	17,7
03/03/2024	02	7,9	267	9,3	58	988	0	0	19,5
03/03/2024	03	7,9	258	9	59	988	0	0	19,2
03/03/2024	04	7,7	263	9,1	56	989	0	0	20,2
03/03/2024	05	8,6	258	9,2	54	990	0	0	20,1
03/03/2024	06	9,1	262	8,8	57	991	0	0	21,5
03/03/2024	07	8,2	264	9,2	53	992	21	0	19,1
03/03/2024	08	8,6	262	9,4	54	993	200	0	19,5
03/03/2024	09	9,2	270	10,2	50	994	427	0	23,3
03/03/2024	10	10,3	279	11,4	45	994	616	0	23,9
03/03/2024	11	13,7	297	12,4	39	995	751	0	27,7
03/03/2024	12	11,4	298	13,5	34	995	823	0	26,1
03/03/2024	13	10,2	296	14,3	32	995	831	0	23,4
03/03/2024	14	10,4	286	14,5	32	995	767	0	22,2
03/03/2024	15	12,2	291	14,6	31	995	643	0	26,3
03/03/2024	16	13,5	297	14,9	29	995	471	0	27,7
03/03/2024	17	13,4	299	15,1	29	996	257	0	29,1
03/03/2024	18	15,1	308	14,4	33	996	55	0	30
03/03/2024	19	14,1	312	13,2	38	998	0	0	27,3
03/03/2024	20	7,4	304	12,8	41	1000	0	0	17,6
03/03/2024	21	5	305	12,6	40	1000	0	0	14,3
03/03/2024	22	8,2	294	12,5	39	1001	0	0	18,6
03/03/2024	23	5,7	283	12	42	1002	0	0	11,4
04/03/2024	00	2,7	281	11,9	44	1002	0	0	6,7
04/03/2024	01	1,7	246	10,9	52	1003	0	0	5,9
04/03/2024	02	2,5	262	10,7	56	1002	0	0	6,7
04/03/2024	03	2,6	244	10,3	60	1002	0	0	6,9
04/03/2024	04	2,9	246	10,1	63	1002	0	0	8,1
04/03/2024	05	3,6	254	9,9	65	1002	0	0	9,3
04/03/2024	06	3,4	250	10	64	1002	0	0	10,4
04/03/2024	07	4,7	253	10,4	63	1003	16	0	13,5
04/03/2024	08	5,6	263	11,5	61	1003	185	0	14,9
04/03/2024	09	4,4	289	13,1	57	1003	287	0	11,5
04/03/2024	10	2,7	276	14,4	55	1003	228	0	9,1
04/03/2024	11	4,8	269	14,9	56	1003	302	0	13,8
04/03/2024	12	5,1	254	15,7	55	1003	353	0	14,3
04/03/2024	13	4,8	267	16,6	53	1002	383	0	15,4
04/03/2024	14	7,4	283	17,1	50	1002	280	0	18,5
04/03/2024	15	5,6	291	17,5	48	1001	161	0	14,6
04/03/2024	16	3,2	276	17,7	49	1001	64	0	10,6
04/03/2024	17	1,8	263	18,2	45	1001	32	0	7,7
04/03/2024	18	4,8	255	18,5	46	1001	30	0	13,9
04/03/2024	19	6,5	280	17,6	50	1002	1	0	17,4
04/03/2024	20	4,1	275	16,4	58	1003	0	0	11,9
04/03/2024	21	4,7	268	15,9	62	1003	0	0	11,3
04/03/2024	22	5,5	265	15,9	61	1003	0	0	12,7
04/03/2024	23	3,5	272	15,5	62	1004	0	0	11,5
05/03/2024	00	5,5	249	15,1	63	1004	0	0	11,9
05/03/2024	01	4,5	240	14,5	65	1005	0	0	9,7
05/03/2024	02	2,1	258	13,9	66	1005	0	0	7,7
05/03/2024	03	3,2	258	13,3	68	1005	0	0	10,5
05/03/2024	04	2,8	274	12,3	71	1006	0	0	8
05/03/2024	05	3,3	276	11,8	70	1006	0	0	8,3
05/03/2024	06	1,8	273	11	72	1007	0	0	5,4
05/03/2024	07	1,9	281	10,4	69	1008	25	0	5,8
05/03/2024	08	2	292	11	63	1009	207	0	6,4
05/03/2024	09	0,5	276	13,9	50	1009	428	0	4,3
05/03/2024	10	1,3	246	15,7	43	1009	618	0	6,2
05/03/2024	11	0,5	226	17,2	37	1009	759	0	4
05/03/2024	12	0,7	206	18,3	33	1009	833	0	4,5
05/03/2024	13	0,5	223	20	30	1008	831	0	3,4
05/03/2024	14	0,6	166	20,5	29	1007	773	0	3,3
05/03/2024	15	3,3	135	19,9	32	1007	641	0	7,6
05/03/2024	16	9,6	136	16,5	44	1007	461	0	15,1
05/03/2024	17	10	151	15,5	51	1007	250	0	17,2
05/03/2024	18	7	154	14,8	56	1007	60	0	14,6
05/03/2024	19	3,2	158	14	67	1008	0	0	8,8
05/03/2024	20	0,2	57	13,8	69	1008	0	0	1,2
05/03/2024	21	0,7	39	12,9	83	1008	0	0	3
05/03/2024	22	3	267	12,5	83	1009	0	0	8,8
05/03/2024	23	2,6	281	12,4	76	1009	0	0	9
06/03/2024	00	0,6	282	12	69	1009	0	0	3,8
06/03/2024	01	1,9	312	10,7	72	1010	0	0	5
06/03/2024	02	1,3	297	10,2	74	1010	0	0	4,1
06/03/2024	03	0,3	282	9,6	76	1009	0	0	3,1
06/03/2024	04	0,7	287	9,5	69	1009	0	0	4,4
06/03/2024	05	1,5	295	9,3	66	1009	0	0	4,8
06/03/2024	06	3,3	312	8,9	62	1009	0	0	7,6
06/03/2024	07	2,2	304	8,1	63	1009	22	0	6,1
06/03/2024	08	2,8	311	8,8	59	1010	208	0	7,7
06/03/2024	09	0,7	314	11,2	51	1010	434	0	4,2
06/03/2024	10	0,1	343	15,6	43	1010	626	0	0,7
06/03/2024	11	0,3	94	17,2	43	1009	760	0	2,4
06/03/2024	12	0,7	110	17,3	50	1009	829	0	4
06/03/2024	13	0,7	102	17,5	51	1008	836	0	4,1
06/03/2024	14	1,4	120	17,3	53	1007	774	0	5,7
06/03/2024	15	1,2	127	17	54	1006	648	0	5,6
06/03/2024	16	1,9	128	16,5	57	1006	444	0	6,4
06/03/2024	17	3	128	15,3	62	1005	256	0	6,9
06/03/2024	18	3,8	135	14	79	1005	56	0	7,2
06/03/2024	19	0,8	117	13,6	87	1006	0	0	3,1
06/03/2024	20	0,5	37	13,7	89	1006	0	0	2,5
06/03/2024	21	1,5	347	13,3	88	1006	0	0	5,5
06/03/2024	22	0,8	335	13,1	87	1006	0	0	4,3
06/03/2024	23	0,4	6	12,6	87	1005	0	0	3
07/03/2024	00	1,2	321	11,5	86	1005	0	0	3,5
07/03/2024	01	1,4	319	11,1	84	1005	0	0	4
07/03/2024	02	1,2	315	11,2	81	1004	0	0	4,7
07/03/2024	03	1,4	319	11	77	1003	0	0	4,4
07/03/2024	04	0,4	317	11,4	77	1003	0	0	2,9
07/03/2024	05	0,1	321	11,4	73	1002	0	0	1,2
07/03/2024	06	0,1	312	11,4	72	1002	0	0	2,2
07/03/2024	07	0,1	332	11,7	72	1002	6	0	1,4
07/03/2024	08	0,5	350	12,7	76	1002	57	0	2,8
07/03/2024	09	1,7	24	13,1	81	1002	186	0	5,1
07/03/2024	10	0,9	40	14,5	83	1001	363	0	4,1
07/03/2024	11	0,9	118	15,6	74	1001	445	0	3,7
07/03/2024	12	3,8	129	15,2	67	1001	657	0	7,7
07/03/2024	13	6,1	131	14,9	65	999	816	0	12
07/03/2024	14	3,4	124	15,4	71	998	751	0	10,9
07/03/2024	15	2,8	129	15,6	74	998	531	0	10,2
07/03/2024	16	1,6	180	15,1	76	997	255	0	7,5
07/03/2024	17	1	180	14,4	79	996	69	0	7,1
07/03/2024	18	1,8	141	13,9	83	996	13	0	9,5
07/03/2024	19	1,9	84	13,7	87	996	0	0	8,7
07/03/2024	20	2,5	42	13,7	90	996	0	0	8,2
07/03/2024	21	2,6	39	13,7	90	996	0	0	8,8
07/03/2024	22	1,5	62	13,7	92	995	0	0	6,7
07/03/2024	23	0,9	4	13,4	93	995	0	0	4,7
08/03/2024	00	1,9	314	12,8	98	995	0	0,4	6,7
08/03/2024	01	4,3	294	12,7	80	995	0	0	10,6
08/03/2024	02	6,1	282	12,9	60	994	0	0,4	16,1
08/03/2024	03	5,1	270	12,1	61	993	0	0	14,8
08/03/2024	04	4,3	263	11,3	63	993	0	0	13,3
08/03/2024	05	4,7	253	10,8	64	993	0	0	12,1
08/03/2024	06	3	247	10,5	65	993	0	0	9,8
08/03/2024	07	2,4	255	10,6	62	993	25	0	9,3
08/03/2024	08	4,1	249	11,2	62	994	216	0	11,8
08/03/2024	09	7,3	241	12,4	56	994	473	0	17,5
08/03/2024	10	9,1	240	13,5	51	994	606	0	22,3
08/03/2024	11	6,1	252	14,3	50	994	307	0	17,3
08/03/2024	12	6	264	15,2	47	994	489	0	17,3
08/03/2024	13	6,3	268	15,9	44	994	493	0	16,7
08/03/2024	14	7,6	256	16,6	39	993	747	0	21,3
08/03/2024	15	7,2	253	16,8	36	993	511	0	19,8
08/03/2024	16	6,1	261	16,7	37	993	233	0	16,2
08/03/2024	17	6,3	250	16,7	38	993	182	0	17,3
08/03/2024	18	6,1	259	16,3	41	993	69	0	16,6
08/03/2024	19	4	255	15	44	993	0	0	12,2
08/03/2024	20	3,2	253	14,6	42	993	0	0	9
08/03/2024	21	4,5	223	14	43	993	0	0	9,8
08/03/2024	22	2,6	215	13,1	45	993	0	0	7,2
08/03/2024	23	3,7	213	12,9	45	993	0	0	8,7
09/03/2024	00	0,9	208	12,5	46	992	0	0	3,4
09/03/2024	01	2	182	12,2	48	991	0	0	5
09/03/2024	02	2	171	12,3	49	989	0	0	5,1
09/03/2024	03	0,4	188	12,6	48	988	0	0	1,4
09/03/2024	04	0,2	313	12	54	987	0	0	1,2
09/03/2024	05	1,8	311	10,9	66	986	0	0	5,7
09/03/2024	06	0,1	283	10,5	70	985	0	0	2,5
09/03/2024	07	0,1	314	10,4	72	984	8	0	1,5
09/03/2024	08	1,5	148	11,5	68	984	67	0	3,5
09/03/2024	09	1,4	236	13,3	63	984	96	0	6,7
09/03/2024	10	6,3	305	11,6	79	985	139	0,8	15,2
09/03/2024	11	7,6	307	12,2	63	985	152	0	16,3
09/03/2024	12	3,1	296	11,4	73	986	107	0	9,9
09/03/2024	13	2,5	255	9,7	85	985	53	2,8	9,1
09/03/2024	14	4,1	231	9,3	84	984	137	0	10,1
09/03/2024	15	7,1	234	10,2	76	983	108	0	14,8
09/03/2024	16	9,2	230	10,7	70	983	138	0	15,7
09/03/2024	17	6,8	245	11,9	64	982	164	0	14,7
09/03/2024	18	8,5	245	12,1	61	982	36	0	16,4
09/03/2024	19	5,4	257	11,9	61	983	0	0	14,3
09/03/2024	20	6,3	263	11,6	59	983	0	0	15,5
09/03/2024	21	6,5	260	11,2	59	984	0	0	17,3
09/03/2024	22	4,2	262	10,7	62	985	0	0	12,7
09/03/2024	23	5,3	234	10,3	62	985	0	0	11,8
10/03/2024	00	7,5	247	10	63	985	0	0	16,7
10/03/2024	01	8,1	247	10,1	63	986	0	0	16,8
10/03/2024	02	8,2	259	10,8	59	985	0	0	21,4
10/03/2024	03	6,7	258	11,1	59	985	0	0	20,6
10/03/2024	04	5,7	216	10,2	64	985	0	0	15,7
10/03/2024	05	5,7	198	10,1	66	986	0	0	13,2
10/03/2024	06	4,2	197	10,6	65	986	0	0	10,7
10/03/2024	07	3,6	200	11,4	63	986	6	0	9,8
10/03/2024	08	3,2	189	11,8	62	987	74	0	7,8
10/03/2024	09	4	232	13,1	57	987	135	0	13,4
10/03/2024	10	5,2	250	14,7	51	987	300	0	16,8
10/03/2024	11	7,6	259	15,8	49	987	525	0	19,9
10/03/2024	12	9,3	271	16,3	46	987	281	0	23,4
10/03/2024	13	9,1	271	16,2	48	987	542	0	22,2
10/03/2024	14	7,9	258	16,7	47	987	824	0	20,7
10/03/2024	15	5,6	292	15,8	55	987	300	1,6	16,2
10/03/2024	16	9,9	285	17,4	42	987	381	0,4	22
10/03/2024	17	7,6	281	16,6	44	989	170	0	18,5
10/03/2024	18	4,9	265	16,2	48	989	85	0	13,9
10/03/2024	19	2,2	273	15,1	52	991	1	0	7,4
10/03/2024	20	4,3	244	14,3	57	992	0	0	9,7
10/03/2024	21	4	257	14,6	52	993	0	0	11
10/03/2024	22	4,3	291	14,2	54	994	0	0	11,8
10/03/2024	23	3,9	272	13,8	56	995	0	0	11,8
11/03/2024	00	5,1	280	13,3	57	996	0	0	12,3
11/03/2024	01	5,8	279	13,1	59	996	0	0	12,3
11/03/2024	02	5,3	272	12,9	60	996	0	0	12,2
11/03/2024	03	5	259	12,5	62	997	0	0	12,5
11/03/2024	04	4,1	261	11,9	65	997	0	0	12,3
11/03/2024	05	5,8	267	11,9	62	998	0	0	13,9
11/03/2024	06	5,4	261	11,8	61	998	0	0	14,2
11/03/2024	07	3,3	275	11,6	60	999	41	0	9,6
11/03/2024	08	0,3	308	12,4	58	1001	231	0	2,8
11/03/2024	09	2,9	276	13,9	50	1001	465	0	10,9
11/03/2024	10	3,4	297	16,1	39	1001	653	0	11,5
11/03/2024	11	3,8	303	17,3	32	1002	788	0	12,2
11/03/2024	12	7,1	301	18,1	30	1001	858	0	16,6
11/03/2024	13	7,4	297	18,8	28	1001	861	0	16,5
11/03/2024	14	6,7	298	19,2	27	1001	799	0	16,8
11/03/2024	15	4,5	298	20,2	25	1001	689	0	14,1
11/03/2024	16	3,4	288	19,9	25	1002	193	0	12,1
11/03/2024	17	3,1	275	19,9	25	1002	244	0	12,4
11/03/2024	18	2,6	287	19,2	26	1003	46	0	9,8
11/03/2024	19	2,6	316	18,2	27	1004	1	0	8,7
11/03/2024	20	2,8	299	17,4	30	1005	0	0	8
11/03/2024	21	2,9	295	16,3	33	1006	0	0	7,8
11/03/2024	22	2,7	291	15,8	34	1007	0	0	6,8
11/03/2024	23	3	290	15,2	37	1007	0	0	7,8
12/03/2024	00	2,4	310	14,5	40	1007	0	0	7,2
12/03/2024	01	1	323	13,9	42	1007	0	0	4,7
12/03/2024	02	1,8	317	13,8	45	1007	0	0	5,9
12/03/2024	03	2,3	299	12,8	51	1007	0	0	6,3
12/03/2024	04	1,4	294	12,1	53	1007	0	0	5,2
12/03/2024	05	3,5	298	11,5	54	1007	0	0	9,1
12/03/2024	06	3,1	297	10,9	58	1008	0	0	8,8
12/03/2024	07	2,1	294	10,7	59	1008	47	0	6,4
12/03/2024	08	1,5	319	11,8	56	1009	246	0	5,8
12/03/2024	09	0,1	241	15,5	46	1009	472	0	0,8
12/03/2024	10	1	143	16,2	43	1010	657	0	3,2
12/03/2024	11	2,1	143	16,4	43	1010	789	0	5,9
12/03/2024	12	4,2	127	16,2	43	1009	861	0	8,4
12/03/2024	13	6,1	129	15,9	45	1009	865	0	11
12/03/2024	14	7,3	136	15,7	47	1008	804	0	11,9
12/03/2024	15	9,4	135	15,1	53	1008	674	0	15,6
12/03/2024	16	8,1	138	15,2	56	1007	494	0	14,9
12/03/2024	17	7,4	128	15,1	56	1007	281	0	13,6
12/03/2024	18	1,3	137	15,8	54	1007	77	0	5,6
12/03/2024	19	1,2	52	14,2	67	1008	1	0	4,3
12/03/2024	20	2,6	25	13,6	70	1008	0	0	5,8
12/03/2024	21	1,7	31	13,4	66	1009	0	0	5,2
12/03/2024	22	0,6	17	13,1	66	1009	0	0	2,7
12/03/2024	23	0,2	336	12,5	68	1009	0	0	1,1
13/03/2024	00	0,8	319	11,5	69	1009	0	0	3,2
13/03/2024	01	1,9	313	10,5	70	1008	0	0	5,1
13/03/2024	02	1,7	311	10,1	72	1007	0	0	4,9
13/03/2024	03	1,7	303	9,7	73	1007	0	0	5,8
13/03/2024	04	0,4	291	9,3	75	1006	0	0	3,3
13/03/2024	05	1,2	309	9,3	75	1006	0	0	4
13/03/2024	06	1,4	313	9,4	74	1006	0	0	4,3
13/03/2024	07	0,6	317	9,3	74	1006	47	0	2,9
13/03/2024	08	0,2	342	10,5	70	1007	198	0	1,1
13/03/2024	09	0,1	13	13,4	62	1007	437	0	0,8
13/03/2024	10	0,2	76	16	51	1007	662	0	0,6
13/03/2024	11	0,3	111	17,5	46	1007	730	0	1
13/03/2024	12	0,2	177	19,4	42	1006	870	0	2,2
13/03/2024	13	1,2	130	18,8	47	1005	852	0	4,3
13/03/2024	14	1,6	119	18,5	50	1004	821	0	4,6
13/03/2024	15	4,1	127	17	57	1003	650	0	7,9
13/03/2024	16	5,6	132	15,6	71	1003	514	0	9,5
13/03/2024	17	5,3	137	15	73	1003	292	0	8,4
13/03/2024	18	3,5	134	14,8	71	1003	82	0	6,5
13/03/2024	19	1,8	128	14	80	1004	1	0	4
13/03/2024	20	0,2	106	13,8	81	1004	0	0	0,6
13/03/2024	21	0,3	26	13,3	88	1004	0	0	1
13/03/2024	22	0,1	18	13	89	1004	0	0	0,3
13/03/2024	23	0,2	348	12,5	89	1005	0	0	0,8
14/03/2024	00	0,3	313	11,7	89	1005	0	0	1,6
14/03/2024	01	0,1	297	11	88	1005	0	0	0,8
14/03/2024	02	0,4	302	10,3	89	1004	0	0	2
14/03/2024	03	1,2	313	10	88	1004	0	0	4
14/03/2024	04	0,4	304	9,3	87	1004	0	0	3,1
14/03/2024	05	1,4	301	9,1	85	1004	0	0	4,8
14/03/2024	06	0,3	288	8,8	84	1004	0	0	3,1
14/03/2024	07	0,1	277	9,5	80	1004	50	0	1,4
14/03/2024	08	0,1	214	11,7	71	1005	239	0	0,3
14/03/2024	09	0,1	238	14,3	64	1005	453	0	0,3
14/03/2024	10	0,2	154	17	53	1005	630	0	0,9
14/03/2024	11	0,8	136	17,6	53	1005	761	0	3
14/03/2024	12	1,4	122	18,1	57	1004	820	0	4,1
14/03/2024	13	1,1	133	18,8	57	1004	810	0	4,5
14/03/2024	14	0,3	184	19,6	55	1003	735	0	3,5
14/03/2024	15	0,3	197	19,7	51	1003	614	0	3,7
14/03/2024	16	0,5	139	19	48	1002	347	0	4,4
14/03/2024	17	0,8	52	18,1	52	1002	222	0	4,3
14/03/2024	18	1,6	16	17	54	1003	49	0	4,5
14/03/2024	19	0,2	340	16,8	55	1003	1	0	2,7
14/03/2024	20	0,1	321	16,8	57	1004	0	0	0,9
14/03/2024	21	0,1	264	16,9	55	1004	0	0	0,4
14/03/2024	22	0,5	158	15,8	67	1004	0	0	2,3
14/03/2024	23	1	120	14,8	87	1004	0	0	2,6
15/03/2024	00	0,1	205	14,7	86	1005	0	0	0,5
15/03/2024	01	1	247	15,5	77	1005	0	0	4,6
15/03/2024	02	2,8	275	17,1	59	1004	0	0	7,5
15/03/2024	03	2,4	265	17,2	55	1004	0	0	8,2
15/03/2024	04	3,8	281	17,1	53	1004	0	0	9,8
15/03/2024	05	5,2	297	16,9	52	1005	0	0	10,9
15/03/2024	06	3,4	294	15,9	56	1005	0	0	7,9
15/03/2024	07	1,7	286	15,1	59	1006	51	0	6,1
15/03/2024	08	2,1	285	15,8	57	1006	257	0	6,7
15/03/2024	09	1,1	264	18,4	49	1006	489	0	5,5
15/03/2024	10	1	228	21,1	41	1006	675	0	5
15/03/2024	11	1,3	203	22,8	36	1006	802	0	5,1
15/03/2024	12	1,9	178	24	33	1006	855	0	6,6
15/03/2024	13	5,8	132	23,3	36	1005	863	0	11,4
15/03/2024	14	7,2	134	22,6	36	1005	794	0	12,4
15/03/2024	15	9,2	135	21,6	41	1005	663	0	14,8
15/03/2024	16	9,3	135	20,4	46	1005	455	0	15,7
15/03/2024	17	8	137	19,6	48	1005	222	0	15,1
15/03/2024	18	6,3	131	19	53	1006	56	0	10,8
15/03/2024	19	2,4	114	19	54	1006	1	0	6,6
15/03/2024	20	1,8	15	18,2	59	1007	0	0	5,1
15/03/2024	21	2,1	24	17,8	59	1008	0	0	5,7
15/03/2024	22	0,8	338	17,8	55	1008	0	0	3,3
15/03/2024	23	1	326	17,2	55	1009	0	0	4,2
16/03/2024	00	3	321	16,8	56	1009	0	0	6,6
16/03/2024	01	5,1	316	16,4	56	1009	0	0	9,7
16/03/2024	02	3,7	311	16,2	57	1009	0	0	8,4
16/03/2024	03	3,5	310	16,1	58	1009	0	0	8,3
16/03/2024	04	2,3	296	15,6	60	1009	0	0	7,2
16/03/2024	05	2,7	294	15,4	62	1009	0	0	6,6
16/03/2024	06	2,7	296	15,2	63	1009	0	0	6,5
16/03/2024	07	2,2	295	15,5	63	1010	59	0	5,7
16/03/2024	08	0,2	14	16,8	60	1011	264	0	1
16/03/2024	09	0,1	262	19,9	50	1012	483	0	0,4
16/03/2024	10	0,1	282	22,3	44	1012	667	0	0,7
16/03/2024	11	0,4	105	23,5	41	1012	728	0	1,5
16/03/2024	12	2,2	121	23,1	40	1011	803	0	5,5
16/03/2024	13	4,6	128	22,4	41	1010	880	0	9,6
16/03/2024	14	4,4	122	22,2	43	1010	805	0	11,5
16/03/2024	15	4,8	126	21,9	44	1009	683	0	10,9
16/03/2024	16	5,4	125	20,7	48	1009	385	0	10,9
16/03/2024	17	0,9	140	19,7	62	1009	212	0	5,8
16/03/2024	18	1,4	65	17	79	1010	72	0	5,8
16/03/2024	19	2,5	25	16,5	82	1010	1	0	5,4
16/03/2024	20	0,5	18	16,8	76	1011	0	0	1,7
16/03/2024	21	0,4	29	16,9	74	1011	0	0	2
16/03/2024	22	0,1	322	16,4	73	1011	0	0	0,4
16/03/2024	23	0,1	280	16	72	1011	0	0	1,6
17/03/2024	00	0,1	264	15,5	72	1011	0	0	1,5
17/03/2024	01	0,3	211	15,3	73	1010	0	0	1,4
17/03/2024	02	0,1	262	15,4	71	1010	0	0	0,9
17/03/2024	03	0,5	289	16	63	1009	0	0	2,7
17/03/2024	04	0,1	257	15,9	63	1008	0	0	1,8
17/03/2024	05	1	233	16,3	59	1008	0	0	3,4
17/03/2024	06	0,1	305	16,1	59	1008	0	0	0,5
17/03/2024	07	0,2	211	16,1	58	1008	56	0	1,3
17/03/2024	08	0,3	251	16,5	58	1009	270	0	1,3
17/03/2024	09	0,1	17	19,8	50	1009	495	0	0,4
17/03/2024	10	0,1	81	22,1	45	1009	685	0	1
17/03/2024	11	0,2	142	22,5	51	1008	822	0	2,1
17/03/2024	12	0,2	125	22,7	53	1008	869	0	2,9
17/03/2024	13	0,5	120	22,4	55	1007	865	0	3,7
17/03/2024	14	1	110	22	52	1006	730	0	5,1
17/03/2024	15	0,5	64	21,7	55	1006	520	0	3,7
17/03/2024	16	0,8	60	20,6	62	1005	359	0	4,1
17/03/2024	17	1,5	56	18,1	77	1005	206	0	5,7
17/03/2024	18	1,4	44	16,4	86	1005	57	0	5,3
17/03/2024	19	2,6	40	15,8	88	1005	1	0	8,2
17/03/2024	20	3,4	31	15,9	83	1005	0	0	8,3
17/03/2024	21	1,1	40	15,7	85	1006	0	0	4
17/03/2024	22	0,6	59	15,4	88	1006	0	0	3,4
17/03/2024	23	0,4	79	15	92	1006	0	0	3,3
18/03/2024	00	0,4	73	14,6	96	1006	0	0	2,1
18/03/2024	01	0,1	75	14,5	95	1005	0	0	1,2
18/03/2024	02	1,1	28	14,2	96	1005	0	0	3,1
18/03/2024	03	0,3	31	13,9	98	1005	0	0	2,1
18/03/2024	04	0,1	309	13,5	99	1004	0	0	0,9
18/03/2024	05	0,1	295	13	99	1004	0	0	0,8
18/03/2024	06	0,1	304	13,1	98	1004	0	0	1,1
18/03/2024	07	0,1	310	13,1	95	1005	39	0	0,5
18/03/2024	08	0,1	227	15,4	86	1005	276	0	0,4
18/03/2024	09	0,1	170	18,2	73	1005	500	0	0,4
18/03/2024	10	0,2	120	19,4	70	1005	623	0	1,3
18/03/2024	11	0,2	120	21,8	59	1005	807	0	0,7
18/03/2024	12	0,2	76	22,4	59	1004	750	0	2,2
18/03/2024	13	0,5	127	20,3	67	1004	648	0	2,9
18/03/2024	14	0,4	133	20,9	64	1003	716	0	3,4
18/03/2024	15	0,3	232	20,6	66	1003	562	0	3,4
18/03/2024	16	0,7	83	18,4	76	1003	486	0	5,1
18/03/2024	17	0,9	169	16	88	1003	178	0	6,9
18/03/2024	18	1,4	67	14,4	98	1004	49	0	6,4
18/03/2024	19	0,6	73	14,2	100	1004	1	0	4,7
18/03/2024	20	0,1	52	14,3	100	1005	0	0	0,8
18/03/2024	21	0,1	201	14,3	99	1005	0	0	1,1
18/03/2024	22	0,1	211	14,1	99	1005	0	0	1,3
18/03/2024	23	0,1	196	14	99	1005	0	0	1,2
19/03/2024	00	0,6	190	13,5	100	1004	0	0	2,7
19/03/2024	01	0,4	220	13,2	100	1004	0	0	3,1
19/03/2024	02	0,1	279	13,3	100	1003	0	0	1,6
19/03/2024	03	0,2	270	13,4	95	1002	0	0	2,2
19/03/2024	04	0,1	205	13,3	93	1003	0	0	0,4
19/03/2024	05	0,1	297	13,6	91	1003	0	0	0,4
19/03/2024	06	0,2	45	13,9	89	1003	0	0	0,3
19/03/2024	07	0,4	106	14	89	1003	18	0	1,4
19/03/2024	08	0,7	184	13,9	93	1003	97	0	3
19/03/2024	09	0,2	149	15,3	92	1004	219	0	0,9
19/03/2024	10	0,3	110	17	84	1004	386	0	1,3
19/03/2024	11	1,3	110	18	78	1004	589	0	4
19/03/2024	12	1	121	18,1	77	1003	751	0	4,9
19/03/2024	13	1,3	118	18	77	1003	728	0	4,9
19/03/2024	14	1,3	120	18,2	74	1002	704	0	4,9
19/03/2024	15	0,4	144	18,6	72	1001	613	0	4,6
19/03/2024	16	1	106	16,5	82	1001	436	0	5,8
19/03/2024	17	0,7	109	15,2	90	1001	179	0	4,8
19/03/2024	18	0,2	308	14,4	93	1002	43	0	2,7
19/03/2024	19	0,7	108	13,8	97	1003	0	0	3,6
19/03/2024	20	0,4	41	13,7	98	1004	0	0	2,8
19/03/2024	21	0,8	28	13,5	99	1004	0	0	4,1
19/03/2024	22	0,3	58	13,8	99	1004	0	0	2,4
19/03/2024	23	0,2	31	13,8	98	1004	0	0	1,8
20/03/2024	00	0,8	38	13,7	97	1004	0	0	3,3
20/03/2024	01	0,8	30	13,5	98	1004	0	0	3,3
20/03/2024	02	1,2	24	13,5	97	1004	0	0	4,9
20/03/2024	03	0,8	29	13,6	92	1003	0	0	3,9
20/03/2024	04	0,2	55	13,7	91	1003	0	0	1,1
20/03/2024	05	0,3	21	13,6	91	1003	0	0	1,5
20/03/2024	06	0,3	5	13,9	88	1003	0	0	2
20/03/2024	07	0,2	13	14	87	1003	13	0	2,1
20/03/2024	08	0,5	351	14,3	87	1004	46	0	2,9
20/03/2024	09	0,1	358	14,9	83	1004	81	0	0,7
20/03/2024	10	0,3	60	16,2	77	1005	210	0	1,2
20/03/2024	11	0,5	42	16,6	76	1005	263	0	3,2
20/03/2024	12	0,3	95	18,7	68	1004	540	0	3,4
20/03/2024	13	0,5	133	18,8	68	1004	520	0	4,9
20/03/2024	14	0,8	168	19	71	1004	652	0	5,5
20/03/2024	15	0,6	200	18,4	76	1004	428	0	5,5
20/03/2024	16	0,8	164	17,4	81	1004	235	0	5,9
20/03/2024	17	0,5	110	17	85	1004	137	0	4,4
20/03/2024	18	0,3	60	16,5	87	1005	41	0	2,8
20/03/2024	19	0,4	97	16,4	87	1006	0	0	2,2
20/03/2024	20	1,1	37	16	90	1005	0	0	4,6
20/03/2024	21	3,6	46	15,8	91	1005	0	0	10,7
20/03/2024	22	1,8	29	15,9	85	1006	0	0	5,9
20/03/2024	23	1,5	26	15,8	84	1007	0	0	5
21/03/2024	00	0,4	32	15,6	83	1008	0	0	1,9
21/03/2024	01	1,1	50	15,2	92	1008	0	0	3,5
21/03/2024	02	2,4	41	14,8	99	1008	0	0	7,3
21/03/2024	03	5,5	34	14,5	98	1008	0	0	13
